Discription,SOFT SKILL,HARD SKILL,TOOLS,KNOWLEDGE
"The Business Development Manager will create a pipeline of growth opportunities to meet Kit sales objectives ensuring 10% Net Revenue growth by region.  This will be achieved by managing the on-going relationships with identified accounts and capturing new accounts. Potential for up to 75% travel.  * ESSENTIAL DUTIES AND RESPONSIBILITIES*  * Delivering sales revenues to meet or exceed annual forecasts * Development and management of the marketing funnel * Development and management of the product marketing strategy * Planning and overseeing advertising and promotion activities * Development, implementation and management of the sales funnel * Meeting with sales prospects to nurture, negotiate and close deals * Provide key input on product positioning, pricing strategy and competitor analysis * Represent the company at industry events to promote the product   THE PERSON  * Experienced in agricultural industry and related processes * Able to communicate effectively and manage expectations, either orally or in written form, with all strata of the organization hierarchy, both internally and externally with the customers * Strong organizational skills, with the capacity to track and report on variety of customer issues and activities * Ability to anticipate & solve practical problems and resolve issues, within the constraints of the project operating model. * Understands business process  and can identify opportunities for products and services to solve business requirements   *QUALIFICATIONS*  * 3+ years experience in the agricultural commodity trading sector * 4 year college degree or equivalent in Business Administration, Finance, Agriculture or other related discipline  Cultura Technologies provides software solutions for simplified business and information management across the agricultural supply chain to help agribusinesses improve yields and quality; reduce variability of results; streamline business processes; enhance business analysis and decision making; track, capture, and manage data; and deliver peace of mind with risk mitigation products.  Our tools are designed to enhance productivity and customer service through automating and streamlining tasks across the spectrum of your agribusiness – from back-office functions such as accounting, financials, payroll, inventory, and patronage to operations such as grain handling, crop planning, precision analysis, bin management, traceability, retail transactions, and fuel tracking.","['sales', 'management', 'planning', 'organizational', 'practical', 'discipline', 'operations', 'organizational skills', 'business administration', 'customer service']","['agriculture', 'chain', 'yields', 'mitigation', 'agribusiness', 'accounting', 'traceability', 'business development', 'kit sales', 'revenue growth', 'development management', 'product marketing', 'competitor analysis', 'business process', 'business requirements', 'commodity trading', 'business information', 'information management', 'supply chain', 'business analysis', 'risk mitigation']",,
"The Director of Nursing is responsible for the day to day coordination and oversight of all aspects of the Nursing Department in accordance with current Federal, State and local regulations.    Reporting to:    • The Director of Nursing directly reports to the Administrator of the facility, providing Nursing Services to coordinate nursing specific and clinical programs. The Director of Nurses has a dotted line reporting responsibility to the Clinical Services Coordinator assigned to the facility.    Supervising:    • Supervising administratively all licensed nursing staff, C.N.A.’s, staffing coordinator, and all staff of his/her respective discipline. The DNS assumes the role of the Administrator in their absence.    Essential Duties and Responsibilities:      • The DNS is responsible to coordinate, organize, implement, evaluate and direct the nursing service department as well as its programs and activities in accordance with current rules and regulations and guidelines that govern the nursing care facilities.  • Maintain a reference library and periodically update to assist the nursing service department in meeting the day to day needs of the residents.'  • Develop and maintain methods for coordinating nursing services with other resident services to ensure the continuity of the resident’s total regimen of care.  • Participate in facility surveys made by authorized government agencies as necessary or as directed.  • Maintain a cooperative and productive relationship with the assigned Clinical Services Coordinator follow-up and ensure resolution to all identified issues.   • Develop action plan for systems issues and quality indicators over threshold and submit to CSC for review.    • Collect, review and analyze clinical outcome data and determine trends.  • Attend and provide clinical outcome data trends at the QA and A committee meeting monthly.  • Participate in the QA and A Committee in developing and implementing appropriate plans of action to correct identified deficiencies.   • Assist in planning for resident admissions and discharges.  • Serve on, participate in and attend various committees of the facility as appointed by the Administrator.  • Determine and monitor the staffing needs of the nursing department and ensure the assignment of appropriate and adequate numbers of nursing staff daily for each shift to ensure that the needs of the residents are met.  • Review annually at a minimum, all nursing services policies and procedures.    • Participate in the interviewing process and select, with the Administrator’s approval, all Nurses and Certified Nursing Assistants.    • Ensure yearly written performance evaluation of all nursing staff.   • Assist support services in developing, implementing, and conducting in service training programs that relate to the nursing department.  • Ensure that there are adequate supplies for resident care.  • Ensure that medical and nursing care is administered in accordance with the resident’s wishes and per the individualized care plan.  • In coordination with the Administrator, prepare, plan and adhere to the nursing services budget.  • Maintain the confidentiality of all resident care information.  • Ensure residents are treated with dignity and respect and resident rights are maintained.  • Maintain a liaison with the residents, their families and support departments to adequately plan for the resident’s needs.  • Provide education and in-servicing to facility staff according to education schedule and/or regulatory requirements.    Job Requirements:    Education:    • The Director of Nursing must be a Registered Nurse with a minimum of a Diploma from an accredited nursing institution.   • Must have two years of additional education in rehabilitative or geriatric nursing.  Professional Experience:   • Must possess a minimum of two years of experience in long term care nursing management or per state requirement.    Certification/Licensure:    • Actively licensed registered nurse in the State of practice.","['responsible', 'coordination', 'responsibility', 'discipline', 'coordinate', 'productive', 'committee', 'schedule', 'professional', 'management']","['nursing', 'library', 'regimen', 'surveys', 'indicators', 'nursing care', 'nursing assistants', 'regulatory requirements', 'geriatric nursing', 'nursing management']",['rules'],
"Purpose, Duties and Job Specifications Primary Purpose: Under general direction has responsibility for ensuring that production and shipping requirements are met, appropriate staffing levels are maintained, employee relations are good, and a safe/clean work environment is maintained. Plans, directs, coordinates and controls manufacturing activities in several work areas to achieve established management goals in Production, Quality, Safety, and On-Time Delivery etc.  Primary Duties: Trains production personnel to perform work assignments safely and efficiently. Maintains good employee relations through coaching and consistent application of employee relation policies. Requisitions operating personnel to meet established goals. May facilitate employee team operations. May maintain accurate database information regarding employee training and certification. May review and coach employees in accordance with the plant goals. Administers and enforces health, environmental and safety standards, work practices and housekeeping policies and procedures. Arranges for proper maintenance of machines and equipment. May report daily indicators. Products built versus schedule and other KPIs etc.  Investigates material variances, reports results of investigation and recommends improvements. Solicits and encourages process, procedure and equipment improvements from team members. Insures deliveries are ready for shipment as scheduled. Overtime maybe required to meet internal and external customer requirements. Performs other duties as assigned. Communicates daily with leadership staff. NOTE: This is a general overview of the job duties, not a complete list of essential job functions.  Job Specifications:   Associates Degree is preferred but not required. Fiberglass experience is a plus. Minimum 4 years supervisory experience in manufacturing and or shipping/distribution.  Understands and uses the Situational Leadership Theory on a consistent basis. Must be able to work any required overtime.  NOTE: Send Resumes with salary goals included.  This job description indicates the general nature and level of work expected of the incumbent. It is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities required of the incumbent. Incumbent may be required to perform other related duties. Job Manufacturing and Operations Primary Location US-SC-Florence Organization Barrier Reef Pools LLC ","['responsibility', 'management', 'consistent', 'operations', 'accurate', 'schedule', 'investigation', 'leadership']","['requisitions', 'indicators', 'fiberglass', 'plus', 'supervisory', 'pools', 'employee relations', 'safety standards', 'proper maintenance', 'manufacturing operations', 'situational leadership theory']",['levels'],
"Salary (negotiable): Base salary c$76,000. $121,000 with commission (uncapped) + usual big company benefits  Our client is a major international software PLC.  With an enviable global client base including a significant number of Fortune 100 companies our client is going from strength to strength growing both organically and through acquisition.  Our client’s software supports enterprise applications with massive improvement in performance and reduction in risk.   Building on their success and as part of their growth our client is building new inside sales team in Troy and so we are looking for an experienced Inside Sales Manager for this new team. Inside Sales Manager Role We are looking for an exceptional Inside Sales Manager who can show a proven track record of managing and growing successful inside sales teams.  Core skills required include: • Excellent sales leadership skills • Very strong coaching and mentoring skills including the ability to develop people. Experience of managing a graduate sales team would also be beneficial • Ability to put together targeted sales business plans • A successful track record of  lead generation, lead nurturing and conversion • Strong account planning and account management skills • The ability to build and maintain a strong pipeline • Experience of multi channel sales • Ability to create marketing campaigns and execute same • Great commercial acumen • Excellent verbal and written communication skills Ideal background – Inside Sales Manager • At least 5 years sales management experience • A track record of managing a successful inside sales team  • A background in managing a target driven environment • Experience of software license, service and/or maintenance renewal contracts • A background/understanding in of the following is useful: enterprise software, software performance / software optimization, application development etc. But mostly we are looking for great attitude and positive thinking with a real ‘can do’ mentality.  This is an ideal opportunity for someone who wants to join an incredibly successful global business and be part of the next stage of growth.  Our client can offer career progression second to none including the opportunity to work abroad if that is of interest!  And as well as all this there is a very competitive salary package with uncapped earnings.","['building', 'sales', 'leadership', 'planning', 'management', 'understanding', 'positive', 'competitive', 'leadership skills', 'mentoring skills', 'management skills', 'communication skills', 'application development', 'verbal communication skills']","['stage', 'lead generation', 'account planning', 'account management', 'sales management']",,
"_(This is an open position depending on experience and credentials)_  Diamond Vault, Sarasota's leading jeweler since 1979, is seeking motivated sales professionals with retail jewelry sales, comparable luxury retail sales, and/or outstanding client service experience. Diamond Vault's award-winning showroom houses a regionally-unrivaled selection of certified diamonds, jewelry, engagement rings, fine watches, and custom jewelry. Work alongside a community-focused team of serious gemology and jewelry professionals with over 300 years combined experience.  *QUALITIES*  * Friendly with professional attitude, appearance, demeanor, and respectable confidence. * Dependable, punctual, trustworthy, and honest. * Organized and motivated with effective communication skills. * Commitment to learn and grow professionally. * Aptitude with computer operating systems and basic programs.  *RESPONSIBILITIES*  * Assess customer needs and encourage interest in merchandise using experience and understanding of industry trends. Provide excellent customer service in a professional manner with the ability to confidently and respectably engage a diverse clientele. * Process repair orders, complete sales using POS software, and follow similar day-to-day procedures. * Purchase jewelry for refinement by identifying metals, evaluating diamonds and gemstones, and presenting offers per commodity values. * Assist with store openings and closings, inventory management, and merchandising. * Be knowledgeable about or be willing to gain knowledge of diamonds, precious metals, and color gemstones. * Understand full range of showroom merchandise, special order, and custom work possibilities.  *REQUIREMENTS*  * 5 years minimum experience in luxury retail sales and/or client service; 2-5 years experience in retail jewelry sales preferred. * Advanced computer skills required. * Applicants with Graduate Gemologist degrees or other industry-specific credentials are most desirable and these qualifications will be considered in lieu of sales experience requirements. * Those with less experience than the above but other transferable skills (e.g., marketing, merchandising, operations, etc.) are encouraged to apply for additional considerations.  *COMPENSATION PACKAGE*  * Competitive Compensation * Other Pay: Bonus, Paid Time Off * Benefits: Health, Dental, Vision, and more.  *HOW TO APPLY*  * E-mail resume and cover letter to address provided or fax to + XXX  referencing \""Sales Associate Position.\"" * Please visit www.example.com to learn more about us, our products, and our services. We are an equal opportunity employer and value a diverse workplace.  _IMPORTANT: We remain quite busy helping our clients and ask that there be no unsolicited telephone calls, drop-ins, or agencies. Any application via these means will be immediately disregarded._","['motivated', 'sales', 'friendly', 'professional', 'punctual', 'trustworthy', 'honest', 'commitment', 'manner', 'management', 'operations', 'competitive', 'retail sales', 'professional attitude', 'communication skills', 'customer service', 'professional manner', 'computer skills']","['gemology', 'refinement', 'merchandising', 'less', 'telephone', 'operating systems', 'inventory management', 'computer operating systems']",,
"*ClienTrax*  *Software Implementer II -- Full Time exempt*  Since 1987 ClienTrax has been singularly focused to providing cutting edge business solutions including practice management software / EMR, PC equipment, implementation services and digital x-ray to the Veterinary medical profession from our headquarters in Columbus Ohio. We view our customers as our partners as we strive to provide them today with efficient and effective technology solutions for tomorrow.  *Technical support technicians are the key to our organization’s success.* Our technical solutions are industry leading and forward thinking, however it is our support team that separates us from our competitive peers. Having a desire to make a difference for our customers and conveying a daily positive attitude is essential to be successful in this position.  *Duties and Responsibilities:*  Implement various technology solutions via on-site implementations & phone/webinar training sessions to veterinary professionals across the country. Implementations may include both software usage training and installation of computer equipment, printers and software in a small office local configuration. * Organize daily training sessions to ensure delivery of successful implementations & training programs. * Work with Sales to educate them and assist them with selling and implementation of all technology solutions. * Work cooperatively with Director of Operations on travel implementation schedule. Travel to Veterinarian practices at least 3 weeks a month to successfully implement and train clinics on the assigned solution. * Follow-up with each practice implemented to capture feedback and assist in any issues that may have arisen. * Capture new software and hardware requirements and communicate those to the Product Development teams. * Implementation of other technology products offered by ClienTrax. * Manages complex travel schedule efficiently and establishes disciplines in monitoring expenses. Organization of receipts, documentation, and equipment while traveling are essential. * Assist with product development and testing of new product offerings as assigned by Director of Operations Provide practice management software technical phone support to existing customer base when not traveling. Responsibilities include: * Researches, resolves, and responds to complex questions received via incoming telephone calls or returned calls placed to clients. * Proactively educates client on why technical issue occurred and what steps to take in the future to avoid such issue(s). * Provides step by step verbal and/or written instructions to users to ensure user satisfaction and productivity. * Completes a trouble ticket for each call which includes the customer's name, issue and steps taken to resolve the issue. * Escalates issue to Sr. Support Tech if unable to resolve issue within acceptable time frame. * Creates documents outlining obscure or rare technical issues and research done to resolve the issue. Submits document to Sr. Support Technician for review and inclusion in the knowledgebase. *Required / Preferred Qualifications:*  *Education:* Bachelors' degree with preference for major in veterinary technology, animal science, zoology or computer science or equivalent combination of education and experience.  *Work Experience:* Demonstrated competency in computer software implementations and training strongly preferred. Demonstrated experience in delivering training to small groups. Minimum 2 years work experience inclusive of training and software implementation (Veterinarian practice experience preferred).  *Technical Skills:* Proficiency in Microsoft Office suite products; working knowledge of Practice Management Software and/or Inventory management software or inventory management principles. Must possess excellent verbal communication and presentation skills with demonstrated understanding of learning principles and ability to train others. Knowledge of function and setup of various equipment: PCs, network interface cards, modems, printers, LAN and Print servers. Computer installation experience is preferred. Conceptual knowledge of the topologies, protocols, drivers and physical layers for desktop networking.  *Physical Requirements:* Ability to lift and carry 50lb box short distance. May also require working in tight cramped locations for short periods of time, as PCs are installed under and in cabinets, closets and tables.  *Travel:* Ability to travel essential 75% or more and work weekends as needed/contracted by client.","['management', 'efficient', 'competitive', 'positive', 'installation', 'sales', 'operations', 'schedule', 'disciplines', 'monitoring', 'research', 'science', 'presentation', 'positive attitude', 'office suite', 'presentation skills']","['telephone', 'zoology', 'practice management', 'technology solutions', 'technical support', 'phone support', 'animal science', 'computer science', 'training software', 'microsoft office', 'inventory management', 'network interface', 'physical layers', 'practice management software', 'inventory management software', 'practice management software emr']","['modems', 'print servers']",
"We’re Mile 9, a fast growing independent Advertising Agency located in Calabasas, CA. As a full-service agency we work across every type of creative medium from Traditional & Digital Media to Social Media to Experiential and everything in between. Our focus is on building break-through lifestyle brands in entertainment, consumer electronics, athletic apparel and CPG industries – and our clients range from Television Networks, to Athletic Shoe Companies to some of most exciting consumer products on the market today.   We’re looking for an energetic, resourceful and success oriented Director of New Business Development to join our growing team. In this key role, you’ll help drive Mile 9’s new business development efforts, secure new accounts and help take our agency to the next level. Backed by our leadership team and the resources of our dynamic creative staff, you’ll have all of the resources necessary to quickly build a successful track record. The selected candidate will need to be a masterful prospector, networker and closer – one who’s able to leverage their existing contacts and quickly generate a new pipeline of leads.   If you’re passionate about building a business, thrive in a fast-paced entrepreneurial agency environment and have a top sales performer mentality – we want to hear from you.    We offer a competitive compensation package and a fun work environment that’s conveniently located just nine miles from the beach. ","['independent', 'creative', 'focus', 'energetic', 'leadership', 'dynamic', 'building', 'sales', 'competitive', 'social media']","['electronics', 'leverage', 'digital media', 'business development', 'new business development']",,
"Adult Psychiatric / Mental Health Registered Nursing Openings  Must have 1 year of Current Inpatient Psychiatric R.N. Experience  Compensation will be between $60,000 & $90,000  Job Description:  Psychiatric   Shift: Monday through Thursday.  Day or Evening shifts available   Start Date: May 12th, 2014  Location: Butner, North Carolina  Start Date: Flexible  Shift: Nights  - Completion Bonuses Ranging from $3,000 to $14,000 - 401 K with 6% Company Match - Free Dental / Medical  - Full Time 8 Hour & 12 Hour Shifts Available - 13 Week Initial Engagement  - Weekly Pay  $1000 to $5000 Referral Bonuses  Other Mental Health Engagements are available in: North Carolina, Virginia, West Virginia and the Caribbean  Related Searches: addictions alcohol behavioral health detox detoxification drug abuse mental health psych psychiatric RN R.N. registered nurse treatment center  Sincerely, Mike James - Director of Recruitment Worldwide Travel Staffing, Limited",['flexible'],"['nursing', 'detoxification', 'mental health', 'behavioral health', 'mental health nursing']",,
"White Staffing Management is currently recruiting for Machine Operators for a brand new blow molding plastics facility opening in Bowling Green, KY. This facility is an international Company with more than 50 years in the industry and is a leader in technology in Plastic Bottle manufacturing, offering our clients innovative products at the highest quality level. We have 130 plants in 34 countries with more than 10,000 employees dedicated to researching, developing, and manufacturing our products. Their growing family business has strong values: fairness and respect for our employees and customers. Their Company plays a major role in social, economical and environmental matters worldwide.  Job Description:  MAIN RESPONSIBILITIES:  •Overall line responsibility from production to packaging •Start/Stop the machine •Perform machine adjustments •Monitor Material control (weight distribution, regrind levels, watch tail lengths, etc.) •Perform regular quality control checks •Prepare machine for mold change •Ensures goods are produced in correct quantity and in accordance with agreed specifications •Accurately records goods produced and problems encountered during shift •Assists Machine Operator II/Mold Change Team with mold/color changes as needed •Working together in a TEAM •Maintain good housekeeping in and around the machine and within the department  JOB REQUIREMENTS: Education/Experience: •High School Diploma or GED •Technical/Mechanical background in Plastics Industry preferred  Qualifications/Skills:  •Basic computer skills •Demonstrated mechanical ability •Demonstrated ability to work independently and as a team •Experience working in a manufacturing facility •Experience working with blow molding equipment is a plus  BENEFITS  •401K Retirement Plan and excellent Matching Plan •Medical, dental, vision plan •Education assistance program •Short Term, Long Term and Life insurance paid by the Company •Paid vacation •Paid holidays","['management', 'leader', 'innovative', 'responsibility', 'computer skills']","['quality control', 'term life insurance']",['levels'],['mechanical']
"[Must have 7-12 years of work experience in HR or a related field] We are looking for seasoned & experienced individuals to assist part-time with screening interview candidates. Must have daytime availability. Must have excellent oral communication skills. Must have a high level of interpersonal skills to handle sensitive and confidential situations and documentation. Must have knowledge of office administration procedures. Maturity and wisdom is a plus. [$10/hr]  2HotRadio.com is an online radio station that primarily targets urban consumers from the ages of 14-30. Our mission is to create awareness in the urban community for global news and stories by utilizing a contemporary and trendy approach through hip-hop culture. 2HotRadio.com is edgy, hip, and cool, which makes the station a 'one-stop-shop' for music and news and keeps the listener informed. 2HotRadio.com is currently sponsoring the Stevie Wonder Tribute Concert, televised live October 2014 in Atlanta, GA; along with saxophonist Ryan Kilgore, & Traxx, original producer for the Pussycat Dolls BMI/Billboard award winning hit song \""Don't Cha.\""","['availability', 'maturity', 'communication skills', 'interpersonal skills']","['hop', 'cool', 'urban community']",['dolls'],
"We have a simple mission: bringing the benefits of good nutrition to the workplace.  We conveniently deliver fresh delicious fruits and healthy vegetables to your workplace... healthy snacks at work!  We are currently looking for an outgoing individual who wants to work from home on their own time.  Duties: Sales Rep will prospect using the phone and internet to build a list of HR directors and Owners of local companies to sell our service to.  Sales Rep will also be responsible for closing over the phone and/or setting face-to-face meetings for management to close.  You Must have a phone and a computer.   You can work on your own time for home… or even from a coffee shop! No meetings! No Schedule! No micro management! You can earn anywhere from $100 a day to $1,000+ a week.  Preferred experience, but not necessary: Any type of sales. Proficient in use of Google Microsoft Word, Excel or similar software  Please reply with resume/experience and/or your Linkedin link.","['outgoing', 'sales', 'responsible', 'management', 'schedule', 'microsoft word']","['google', 'linkedin']",,
"The IMA Group is currently seeking full time, part time physicians work in our Upstate NY area medical offices (Middletown, Elmira, Utica, Syracuse, Binghamton, Watertown, Jamestown).  Working for IMA means: • flexible schedules (full time, part time, per diem based on your availability) • orientation and training • covered malpractice • work / life balance with no emergencies and no on-call • fully equipped and staffed office • dictation services • excellent benefits for full time providers including health, prescription, dental and vision plans, 401K and PTO plus paid holidays  Headquartered in Tarrytown, New York, with its main operations center in Albany, New York, The IMA Group is a national leader with a reputation for providing high-quality medical, psychological and speech and language evaluations. Our clients include local, state, and federal agencies, as well as private insurers and corporations.  For more information about the company please visit www.example.com","['flexible', 'availability', 'operations', 'leader']","['malpractice', 'prescription', 'operations center']",,
"Location: Atlanta  Company Website: www.example.com  $36000 plus Quarterly Bonus potential with no cap    Pomonet's management is made of professionals that have been in the business of providing business telephony solutions for the past twenty years. As the technology evolves, there are better alternatives to purchasing and owning your telephony switch. With availability of reliable broadband and reduction in cost of voice over IP, the technology is moving towards cloud communication or hosted voice communication.     In 2011, the Pomonet management, after successfully launching hosted solutions in international markets, decided to launch their services in the North American market. Utilizing its' core engineering power and industry experience, Pomonet intends to bring suitable solutions to small and medium size businesses in USA.    Pomonet is headquartered in Boston, Massachusetts with agents and resellers across the continental USA. Pomonet is actively working to expand its reach and local presence into new territories in the USA.      Job Opportunity  This is a great opportunity to join a company and an industry that are growing tremendously and propel your career to new heights. This is an opportunity to be part of the cloud/internet revolution and the next big thing in telephone systems.  We are looking for sales people with a network of small and medium size businesses clients to whom you have sold in the past.  Pomonet is a leading provider of hosted and managed VoIP telephone system solutions for small and medium size businesses.  We are in search of sales people that can bring dramatic savings to small and medium size businesses through our state of the art business solutions.  Pomonet, relies on a vibrant and capable sales force to seek and reach-out to business owners, present its value proposition and sell its services.    It is the right time to be selling Pomonet solutions as every business is exploring new  ways to save money and be more competitive in this economy.  Pomonet customers do not pay for equipment or installation fees making our solutions very affordable and attractive to prospective buyers.  In addition, your customer will receive state of art equipment and features that typically are not within the reach of small to medium size businesses.  This is a high energy position requiring and individual to be extremely motivated and results-driven with a hunter mentality.  As a member of the Pomonet sales team, you will be a self starter and posses a strong entrepreneurial spirit, self motivation, and intense enthusiasm.    General Responsibilities:  • Prospect, consult with, and close small to medium size businesses  on better alternatives to purchasing and owning their telephony switch.  • Present Pomonet as a unique alternative for businesses to utilize as a way of saving money and increasing capabilities with cloud computing and hosted voice communications.  • Identify new small-medium companies, negotiate favorable terms and acquire prospective commitment.  • Manage relationships with new clients and construct proposals and contracts within selling guidelines.  • Communicate ongoing contact and sales activities CRM.  • Meet individual monthly, quarterly and annual sales goals.      Qualifications:  • This is an individual contributor role responsible for delivering on sales quotas and growing the assigned region through aggressive prospecting, identifying, negotiating and closing of new accounts  • Strong sales background. A proven closer who can deliver sales results on plan. Experience with telephone systems/PBX/VoIP a plus.  Will also consider candidates with group insurance selling experience as well.  • Current relationships with small to medium size businesses a plus.  • Strong organizational skills and time management skills with the ability to prioritize and manage time.  • Excellent writing and presentation skills a must.  • Top-notch communication and presentation skills with the ability to sell at all decision-making levels  Required Skills/Experience:  • Minimum of 3 to 5 years of sales experience to small to medium size business is required.  • Experience canvassing and cold-calling into various types of businesses, with evidence of consistent and current success or an established book of business in the region of small to medium size businesses  • Successful track record in a high volume transaction sales environment.   • Exhibit self-motivation, flexibility and adaptability to new situations  • Possess ability to work with minimal supervision while maintaining focus and productivity to meet deadlines  • Consistent proven track record of over achievement of quota  • Telephony, IT, Cloud Communication, Hosted Voice Solution experience a plus  • Prior experience working from home / a virtual office is strongly preferred  • Proficient in MS Office and CRM systems    Compensation / Benefits:  • Competitive compensation based on salary, untapped commissions, and quarterly bonuses.  • Be a part of a company that is expected to grow exponentially in the USA.  • Successful candidates will be offered full-time employment after the completion of the six (6) month initial tryout period.  Standard employee benefits will be offered to all full-time employees.     What would be your relationship with Pomonet?  You will start as an independent contractor.  As such you will be responsible to seek, engage and sell to your potential customers within the scope of Pomonet business model.  Your sales goals will be based on the number of clients approached and closed in an identified sales cycle. Exceeding quota will result in additional quarterly bonus and additional commissions.    Please forward your resume in complete confidence.  ","['management', 'availability', 'reliable', 'sales', 'competitive', 'installation', 'energy', 'motivated', 'motivation', 'enthusiasm', 'communications', 'commitment', 'responsible', 'aggressive', 'organizational', 'writing', 'presentation', 'consistent', 'flexibility', 'adaptability', 'focus', 'independent', 'organizational skills', 'time management', 'presentation skills', 'self motivation']","['telephony', 'purchasing', 'broadband', 'revolution', 'telephone', 'economy', 'launch services', 'value proposition', 'virtual office', 'employee benefits', 'business model']",['levels'],
"Position: Experienced Loan Processor  Type: Full Time  Location: San Ramon     Fast paced Mortgage Banker has IMMEDIATE opening for experienced Loan Processor   Job Description:  • Processor will manage loan from submission to funding.  • Must be able to properly document and qualify borrowers.  • Confirms mortgage loan application information by mailing verification forms; contacting verification sources.  • Obtains mortgage loan documentation by ordering credit report, appraisal, title, and related information.  • Identifies mortgage loan application and documentation needs by highlighting deficiencies; notifies mortgage loan underwriter and mortgage loan originator.  • Experience with PCLender, DU and LP.   Benefits:  • Company offers an attractive compensation plan.  • Medical Insurance and 401K plan available.   Job Requirements:  • Must have current experience in the mortgage industry.  • Strong knowledge in FNMA/FHLMC and FHA programs required.  • Excellent written and oral communication skills.  • Individual must be motivated and flexible  • Provide outstanding customer service levels.  • Strong organizational and analytical skills. ","['flexible', 'organizational', 'analytical', 'communication skills', 'customer service', 'analytical skills']",,['levels'],
"Join an award-winning OTR Team!  We have been honored to be named a Best Fleets to Drive For the past three consecutive years.  Our drivers must be available to travel all 48 states and remain on the road 10 to 14 days.  One year of OTR driving experience is required.  You can earn .39 per mile after completing the 90 day introductory period plus an annual anniversary bonus, detention, layover, and breakdown.   Contact Angie or Kevin at  XXX  or apply online at www.example.com.",,['contact angie'],,
"Skill set expectations are that the candidates who are strong with SQL Servers should also have experience and working knowledge of how it interacts with other networks, servers, Active directory, etc.  Additionally, this person should be familiar with the entire process \""soup to nuts\"" of SQL Server. Recommends tools and resources to monitor SQL Server activity and provide key statistics and performance measures.  Researches and evaluates new technologies to improve SQL Server functionality.  Analyzes and troubleshoots problems related to SQL Server Environment.  Knowledge and experience with managing, securing, troubleshooting and administrating SQL Server 2005 or above.  Knowledge and experience with SQL Server connection protocols including Kerberos and NLTM.  Create, Write, Trouble-shoot and Deploy SSIS packages.  Creates triggers, stored procedures, and query optimization plans.  Creates normalized database objects.  Creates SQL Server maintenance plans for DR planning and business continuity.  Installs SQL Server as per best practices.  Practical knowledge of SQL DBMS objects such as system databases and recovery models.   Required skills:  Backup and restore methodologies. Experience architecting, setting up, configuring and administrating failover clusters, mirroring, replication and other high availability strategies.  Experience troubleshooting bottle necks in SQL Server.  Experience creating, deploying and managing SQL Server Auxiliary features such as SSRS. SSAS, SSIS.  Skills in Microsoft Office Suite.  Candidate must be able to communicate clearly with the development team, project staff, and the user community.   Preferred skills:  Strong project skills Self starter Time management Analytical thinking Minimal management required  Skills:   Database Platforms - backup/recovery - Expert  Database Platforms - failover clusters - Expert  Database Platforms - Load Balancing - Expert  Database Platforms - MS SQL Server 2000 - Expert  Database Platforms - MS SQL Server 2005 - Expert  Database Platforms - MS SQL Server 2008 enterprise server - Expert  Database Platforms - MS SQL Server 2008 R2 - Expert Database Platforms - MS SQL Server 2012 - Expert  Database Platforms - SQL Server - Expert  Database Platforms - SQL Server Analysis Services ( SSAS) Expert  Database Platforms - SQL Server Dynamic Management Views (DMV) - Expert  Database Platforms - SQL Server Integration Services (SSIS) Expert  Database Platforms - SQL Server Reporting Services (SSRS) - Expert Networking & Directories - Active Directory - Advanced Protocols - Kerberos - Expert  Protocols - NLTM - Expert   Additional Skills:   Advanced skill set for building and administering high availability environments with load balancing.  Ability to train Jr. DBAs. Must be organized, focused, and ability to communicate well to superiors, peers and customers.  Must be a conceptual and analytical thinker with ability to logically process steps and communicate action plan.     VIVA USA is an equal opportunity employer and is committed to maintaining a professional working environment that is free from discrimination and unlawful harassment. The Management, contractors, and staff of VIVA USA shall respect others without regard to race, sex, religion, age, color, creed, national or ethnic origin, physical, mental or sensory disability, marital status, sexual orientation, or status as a Vietnam-era or disabled veteran.     VIVA USA INC. 3601 Algonquin Road, Ste 425 Rolling Meadows, IL 60008 www.example.com","['active', 'troubleshooting', 'practical', 'availability', 'management', 'analytical', 'dynamic', 'integration', 'professional', 'office suite', 'time management', 'management skills']","['sql', 'statistics', 'failover', 'active directory', 'query optimization', 'business continuity', 'system recovery', 'microsoft office', 'load balancing', 'sql server analysis services', 'sql server reporting services']",['platforms'],
